Listagem dos Agentes Econômicos Registrados na Ancine;;;;;;;;;
;;;;;;;;;
Registro Ancine;CNPJ;Razão Social;Atividade Econômica Principal;Natureza Jurídica;Munícipio;UF;Data do Primeiro Registro na Ancine;Data de Abertura da Empresa;Agente Econômico Brasileiro Independente
38521;24.175.109/0001-28;SILVER TAPE PRODUÇÃO AUDIOVISUAL LTDA ME;Produção de filmes para publicidade;Sociedade Empresária Limitada;BELO HORIZONTE;MG;04/01/2018;16/02/2016;SIM
35941;26.890.391/0001-50;SILVIA DE OLIVEIRA PINTO 29597503816;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;FORTALEZA;CE;23/03/2017;17/01/2017;SIM
28233;17.850.705/0001-09;SILVIA DIAS DE OLIVEIRA 00046087125;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;BELO HORIZONTE;MG;21/11/2014;01/04/2013;SIM
21095;15.082.322/0001-02;SILVIO CESAR CARNEIRO DA CUNHA;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;VILA VELHA;ES;13/03/2012;23/02/2012;SIM
38999;10.531.627/0001-22;SILVIO EMMANUEL AMORIM PEREIRA;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;CATALÃO;GO;07/03/2018;17/11/2008;NÃO
22161;04.308.652/0001-49;SILVIO M DE S MAIA-ME;Produção de filmes para publicidade;Empresário (Individual) ;SANTARÉM;PA;09/08/2012;22/02/2001;SIM
149;58.363.367/0001-50;SILVIO REIS COMERCIAL E EMPREENDIMENTOS LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SANTOS;SP;12/06/2002;02/12/1987;SIM
50237;36.371.899/0001-04;SILVIO SOARES DE TOLEDO PRODUCOES AUDIOVISUAIS EIRELI;Estúdios cinematográficos;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);CAMPINA GRANDE;PB;10/01/2022;14/02/2020;SIM
17968;12.160.006/0001-05;SIM! FILMES PRODUÇÃO CULTURAL E ARTÍSTICA LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;12/11/2010;05/07/2010;SIM
26767;18.826.899/0001-61;SIMAS E MAYR VÍDEOS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;30/04/2014;06/09/2013;SIM
14208;09.942.024/0001-34;SÍMIO FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;OLINDA;PE;15/08/2008;08/07/2008;SIM
40102;17.581.749/0001-72;SIMMI SIDERMAN PRODUÇÕES CINEMATOGRAFICAS LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;PORTO ALEGRE;RS;08/06/2018;15/02/2013;SIM
46728;13.178.759/0001-00;SIMONE DE SOUZA TOTTI PRODUCOES CINEMATOGRAFICAS;Serviços domésticos;Empresário (Individual) ;SÃO GONÇALO;RJ;23/09/2020;31/01/2011;SIM
28814;21.028.663/0001-94;SIMONE FERREIRA ALVIM ME;Estúdios cinematográficos;Empresário (Individual) ;SÃO PAULO;SP;29/01/2015;11/09/2014;SIM
39231;29.649.364/0001-89;SIMONE GOMES SILVA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;02/04/2018;08/02/2018;SIM
49880;32.441.802/0001-23;SIMONE LETICIA FLECK 00086218026;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;NOVO HAMBURGO;RS;29/10/2021;14/01/2019;SIM
34449;24.789.456/0001-40;SIMONE MORAES AUAD09407530736;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;RIO DE JANEIRO;RJ;21/10/2016;12/05/2016;SIM
49492;22.671.628/0001-51;SIMONE PEREIRA DO AMARAL 22474936882;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;VOTUPORANGA;SP;10/09/2021;17/06/2015;NÃO
27519;20.462.623/0001-93;SIMONE PINTO BASTOS PRODUÇÕES ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;21/08/2014;17/06/2014;SIM
41520;29.609.148/0001-00;SIMONE POUBEL BOECHAT 63813262715;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;MARICÁ;RJ;31/10/2018;03/02/2018;SIM
43590;30.457.726/0001-19;SIMONE SONEGO DE OLIVEIRA;Filmagem de festas e eventos;Empresário (Individual) ;MARINGÁ;PR;26/07/2019;15/05/2018;SIM
29812;19.679.913/0001-04;SIMONE TERESINHA WOBETO 65469453049;Edição de cadastros, listas e outros produtos gráficos;Empresário (Individual) ;LAJEADO;RS;04/05/2015;07/02/2014;SIM
47911;40.311.580/0001-52;SIMONI MEDEIROS DE SOUZA MANDUCA 29002392818;Promoção de vendas;Empresário (Individual) ;MONTE ALEGRE DO SUL;SP;12/03/2021;08/01/2021;NÃO
37457;23.342.548/0001-15;SIMPLES ASSIM PROJETOS E PRODUCOES CULTURAIS LTDA ME;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Empresária Limitada;NOVO HAMBURGO;RS;22/08/2017;23/09/2015;SIM
41166;31.300.670/0001-57;SIMPLES ASSIM SOLUÇÕES EM CONSULTORIA E COACHING LTDA;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;Sociedade Empresária Limitada;SÃO PAULO;SP;26/09/2018;22/08/2018;SIM
25412;16.682.438/0001-37;SIN FRONTERAS FILMES EIRELI -ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Simples);RIO DE JANEIRO;RJ;15/10/2013;08/08/2012;SIM
34586;03.340.909/0001-87;SINAL PRODUÇÕES ARTISTICAS EPP;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Simples Pura ;RIO DE JANEIRO;RJ;04/11/2016;04/08/1999;SIM
27500;18.936.841/0001-70;SINCORA PRODUÇÕES EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);BRASÍLIA;DF;19/08/2014;19/09/2013;SIM
503;42.488.478/0001-52;SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;20/05/2003;21/11/1975;SIM
20492;14.362.841/0001-53;SINCRONIA FILMES LTDA;Produção de filmes para publicidade;Sociedade Simples Limitada;SÃO PAULO;SP;16/12/2011;08/09/2011;SIM
49593;22.085.207/0001-49;SINCRONIA SOM E LUZ EIRELI;Atividades de sonorização e de iluminação;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);CURITIBA;PR;22/09/2021;26/02/2015;NÃO
31141;11.192.111/0001-63;SINCRONICA - AUDIO E COMUNICACAO EIRELI;Agências de notícias;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;06/10/2015;24/09/2009;SIM
14822;92.831.650/0001-05;SINDICATO DOS BANCÁRIOS DE PORTO ALEGRE;Atividades de organizações sindicais;Entidade Sindical;PORTO ALEGRE;RS;07/01/2009;14/07/1967;NÃO
20961;15.239.478/0001-46;SINDICATO DOS EMPREGADOS NO COMÉRCIO DA CIDADE DO SALVADOR;Atividades de organizações sindicais;Entidade Sindical;SALVADOR;BA;27/02/2012;23/07/1970;NÃO
5669;58.253.170/0001-68;SINDICATO DOS EMPREGADOS TERRESTRES EM TRANSPORTES AQUAVIÁRIOS E OPERADORES PORTUÁRIOS DO ESTADO SP;Atividades de organizações sindicais;Entidade Sindical;SANTOS;SP;05/04/2006;05/07/1939;NÃO
45332;26.581.248/0001-87;SINEDOQUE COLETIVO CRIATIVO LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;19/03/2020;22/11/2016;SIM
34947;12.086.423/0001-55;SINERGIA GAMES PRODUCOES AUDIOVISUAIS LTDA;Atividades de design não especificadas anteriormente;Sociedade Empresária Limitada;SALVADOR;BA;23/12/2016;14/06/2010;SIM
17279;09.020.063/0001-84;SINESTESIA PRODUÇAO CINEMATOGRAFICA LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;24/06/2010;02/08/2007;SIM
49241;26.290.547/0001-62;SINFONICA PRODUCOES E COMERCIO MUSICAIS EIRELI;Produção musical;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);RIO DE JANEIRO;RJ;10/08/2021;04/10/2016;SIM
818;07.554.736/0001-50;SINFRONIO CRIAÇÕES E PRODUÇÕES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;FORTALEZA;CE;27/11/2002;07/08/1984;SIM
1530;03.672.973/0001-65;SINGLE FILMES E PRODUÇÕES LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;CURITIBA;PR;16/09/2003;31/01/2000;SIM
5509;39.467.311/0001-09;SINGRA PRODUÇÃO, COMUNICAÇÃO E MARKETING LTDA EPP;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;03/03/2006;28/07/1993;SIM
18232;01.502.359/0001-20;SINGULAR ARQUITETURA DE MÍDIA LTDA.;Consultoria em publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;26/01/2011;14/10/1996;SIM
16082;10.606.852/0001-80;SINGULAR PRODUÇÕES E FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;08/10/2009;22/01/2009;SIM
37764;22.529.603/0001-18;SINGULO COMUNICACAO LTDA - ME;Agências de publicidade;Sociedade Empresária Limitada;PORTO ALEGRE;RS;22/09/2017;26/05/2015;NÃO
35880;26.262.821/0001-90;SINHANES E NARCISO LTDA ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;DOURADOS;MS;20/03/2017;29/09/2016;SIM
35063;24.839.978/0001-00;SINOPSIA CONTEÚDO E ASSESSORIA AUDIOVISUAL LTDA-ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;09/01/2017;19/05/2016;SIM
26635;19.422.134/0001-29;SINOS DISTRIBUIDORA DE AUDIOVISUAL LTDA;Distribuição cinematográfica, de vídeo e de programas de televisão;Sociedade Empresária Limitada;NOVO HAMBURGO;RS;14/04/2014;17/12/2013;NÃO
5961;07.966.687/0001-63;SINOS PRODUÇÕES AUDIOVISUAIS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;21/06/2006;24/04/2006;SIM
37508;00.316.268/0001-37;SIOUX SERVICOS DE INFORMATICA LTDA - EPP;Desenvolvimento e licenciamento de programas de computador não-customizáveis;Sociedade Empresária Limitada;SÃO PAULO;SP;25/08/2017;21/11/1994;SIM
44250;09.071.661/0001-82;SIPA FILMES LTDA;Estúdios cinematográficos;Sociedade Empresária Limitada;SÃO PAULO;SP;08/10/2019;31/05/2007;SIM
21499;15.414.811/0001-06;SIRIGUELA PRODUTORA EIRELI EPP;Produção de filmes para publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);GOIÂNIA;GO;10/05/2012;23/04/2012;SIM
2234;00.487.854/0001-44;SIRINO E SILVESTRE LTDA-ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;CASCAVEL;PR;18/08/2004;20/02/1995;SIM
42836;55.752.315/0001-87;SISTEMA ARAÇÁ DE COMUNICAÇÃO LTDA.;Atividades de televisão aberta;Sociedade Empresária Limitada;ARAÇATUBA;SP;29/04/2019;25/07/1988;NÃO
1144;46.665.188/0001-98;SISTEMA CLUBE DE COMUNICACAO LTDA;Atividades de rádio;Sociedade Empresária Limitada;RIBEIRÃO PRETO;SP;21/03/2003;13/08/1981;NÃO
43528;22.924.294/0001-80;SISTEMA CLUBE DO PARA DE COMUNICAÇÃO LTDA;Atividades de gravação de som e de edição de música;Sociedade Empresária Limitada;BELÉM;PA;19/07/2019;10/05/1988;NÃO
39903;11.694.678/0001-38;SISTEMA DE COMUNICACAO DIARIO LTDA;Portais, provedores de conteúdo e outros serviços de informação na internet;Sociedade Empresária Limitada;CAJAZEIRAS;PB;23/05/2018;26/02/2010;NÃO
38433;04.861.850/0001-35;SISTEMA GUARA DE RADIODIFUSÃO LTDA;Atividades de televisão aberta;Sociedade Empresária Limitada;SÃO LUÍS;MA;14/12/2017;25/01/2002;NÃO
42825;13.282.542/0001-46;SISTEMA IBITINGA DE COMUNICAÇÃO EIRELI;Atividades de rádio;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);IBITINGA;SP;26/04/2019;30/01/2011;SIM
26764;14.965.688/0001-59;SISTEMA MASSA DE TELEVISÃO LTDA;Atividades de televisão aberta;Sociedade Empresária Limitada;PONTA GROSSA;PR;30/04/2014;24/01/2012;NÃO
1292;00.713.377/0001-98;SISTEMA OESTE DE COMUNICACAO LTDA;Operadoras de televisão por assinatura por cabo;Sociedade Empresária Limitada;MOSSORÓ;RN;14/05/2003;21/07/1995;NÃO
7096;01.046.390/0001-01;SISTEMA RONDON DE COMUNICACAO LTDA;Atividades de televisão aberta;Sociedade Empresária Limitada;RONDONÓPOLIS;MT;28/11/2006;16/01/1985;NÃO
46595;10.305.548/0001-01;SISTEMA TIMON DE RADIODIFUSÃO LTDA;Atividades de televisão aberta;Sociedade Empresária Limitada;TIMON;MA;15/09/2020;09/10/1985;NÃO
44473;31.248.895/0001-01;SISTEMA VOZ CENTRO SUL LTDA;Programadoras;Sociedade Empresária Limitada;IGUATU;CE;05/11/2019;16/08/2018;NÃO
38034;17.805.643/0001-05;SISTER BLOGGERS AGENCIA DE NOTICIAS EIRELI EPP;Agências de notícias;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;26/10/2017;22/03/2013;SIM
40119;04.589.419/0001-81;SITE CANDANGO LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;BRASÍLIA;DF;12/06/2018;23/07/2001;SIM
35463;21.861.915/0001-61;SIX O'CLOCK POST;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;14/02/2017;11/02/2015;SIM
16878;08.845.725/0001-92;SIX STAR VIDEOS LTDA;Reprodução de vídeo em qualquer suporte;Sociedade Empresária Limitada;BELO HORIZONTE;MG;20/04/2010;25/05/2007;SIM
29246;21.710.727/0001-32;SIZENANDO FILMES;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Empresária Limitada;VITÓRIA;ES;11/03/2015;19/01/2015;SIM
43054;13.622.622/0001-01;SJ PEDROSO GRAVACAO E FILMAGEM LTDA;Outras atividades de prestação de serviços de informação não especificadas anteriormente;Sociedade Empresária Limitada;JUNDIAÍ;SP;29/05/2019;03/05/2011;SIM
23553;13.037.157/0001-33;SJ PRODUÇÕES E FILMES LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;28/03/2013;22/12/2010;SIM
44962;05.403.160/0001-03;SKENE - ADMINISTRACAO E PRODUCAO DE PROJETOS CULTURAIS LTDA;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;Sociedade Empresária Limitada;SANTA CRUZ DO SUL;RS;21/01/2020;13/11/2002;SIM
29474;04.716.920/0001-61;SKR FILMS DIREÇÃO E PRODUÇÃO AUDIOVISUAL LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;NOVO HAMBURGO;RS;26/03/2015;08/10/2001;SIM
45552;08.219.547/0001-94;SKR PRODUÇÕES ARTÍSTICAS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;ITAPEVI;SP;20/04/2020;29/06/2006;NÃO
36904;26.146.521/0001-45;SKULLFISH STUDIO DESENVOLVIMENTO DE JOGOS LTDA.-ME;Desenvolvimento e licenciamento de programas de computador não-customizáveis;Sociedade Empresária Limitada;SÃO PAULO;SP;03/07/2017;09/09/2016;SIM
131;00.497.373/0001-10;SKY SERVICOS DE BANDA LARGA LTDA.;Serviços de comunicação multimídia - SCM;Sociedade Empresária Limitada;SÃO PAULO;SP;11/06/2002;16/03/1995;NÃO
29530;19.907.446/0001-22;SKY VIDEO COMUNICAÇÕES LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;01/04/2015;19/03/2014;SIM
35345;23.240.029/0001-46;SKYLINE IMAGENS E PRODUCOES LTDA ­ ME;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;ANÁPOLIS;GO;07/02/2017;09/09/2015;SIM
25013;18.653.942/0001-34;SKYLINE PRODUCOES EIRELI - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);PORTO ALEGRE;RS;27/08/2013;14/05/2013;SIM
38776;29.233.213/0001-45;SLIM PACK ENTRETENIMENTO DIGITAL LTDA;Desenvolvimento e licenciamento de programas de computador customizáveis;Sociedade Empresária Limitada;SÃO PAULO;SP;15/02/2018;08/12/2017;NÃO
17653;01.175.312/0001-07;SM & SM PRODUÇÕES LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;02/09/2010;05/04/1996;SIM
11922;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;Distribuição cinematográfica, de vídeo e de programas de televisão;Sociedade Empresária Limitada;BARUERI;SP;07/02/2007;18/08/2006;SIM
49049;11.276.159/0001-50;SM PRODUCOES ARTISTICAS EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Simples);RIO DE JANEIRO;RJ;19/07/2021;22/10/2009;NÃO
4;27.815.174/0001-69;SM PRODUÇÕES LTDA EPP;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;28/05/2002;17/08/1982;SIM
16817;08.709.028/0001-04;SMART CONSULTORIA LTDA;Atividades de exibição cinematográfica;Sociedade Empresária Limitada;FLORIANÓPOLIS;SC;09/04/2010;20/03/2007;NÃO
29578;21.393.022/0001-39;SMART DISENOS FILMES PARA PUBLICIDADE LTDA;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;CURITIBA;PR;06/04/2015;06/11/2014;SIM
33188;24.829.641/0001-11;SMART FILMES EIRELI;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);BLUMENAU;SC;08/06/2016;18/05/2016;SIM
42729;27.489.423/0001-73;SMART RIGHTS SISTEMAS DE SOFTWARE LTDA;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;12/04/2019;31/03/2017;NÃO
48645;41.394.540/0001-84;SMART VIDEO PRODUCOES LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;CRICIÚMA;SC;16/06/2021;29/03/2021;SIM
40936;10.371.958/0001-42;SMARTY SERVIÇOS DE VÍDEOS PARA PUBLICIDADE LTDA ME;Produção de filmes para publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;24/08/2018;11/09/2008;SIM
