Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição com Valores Captados através de Mecanismos de Incentivo e Fundo Setorial do Audiovisual - 1995 a 2019;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);Projeto de incentivo aprovado?;Art. 18;Art. 25;Art. 1º;Art. 1 º A;Art. 3º;Art. 3º A;Conversão da dívida;Art. 39;Funcines;FSA;Outras Fontes;Valor Total Captado/ Contratados(R$)
2013;B1301760500000;Dossiê Jango;Paulo Henrique Fontenelle;Documentário;Canal Brasil;RJ; -; -;Canal Brasil;10;8.097;96.523,98;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301968400000;Educação Sentimental;Julio Bressane;Ficção;República Pureza Filmes;RJ;Canal Brasil;RJ;ArtHouse;3;991;12.614,94;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;199.125,00;100.000,00;299.125,00
2013;B1201704900000;Elena;Petra Costa;Documentário;Busca Vida Filmes;SP; -; -;Espaço Filmes;19;58.614;701.715,83;Sim; - ; - ;994.846,00; - ; - ; - ; - ; - ; - ; -; -;994.846,00
2013;B1201574300000;Ensaio;Tânia Lamarca;Ficção;Acquafredda Cinema ;SC; -; -;Imagem;8;1.293;15.692,17;Sim; - ; - ;300.000,00;471.000,00; - ; - ; - ; - ; - ; -; -;771.000,00
2013;B1301924200000;Esse amor que nos consome;Allan Ribeiro;Ficção;3 Moinhos Produções/Allan Ribeiro;RJ/RJ; -; -;Vitrine Filmes;8;1.933;15.014,38;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1302008300000;Eu Não Faço a Menor Ideia do que Eu Tô Fazendo com a Minha Vida;Matheus Souza;Ficção;Zeugma Produções;RJ; -; -;Vitrine Filmes;17;11.595;129.769,46;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301803100000;Faroeste caboclo;René Sampaio;Ficção;Fogo Cerrado Filmes/Gávea Filmes e Produções;RJ/RJ;Globo Filmes/Lereby/Europa Filmes/Telecine;RJ/RJ/SP/RJ;Europa/RioFilme;464;1.469.772;15.560.125,66;Sim; - ; - ;329.000,00;1.560.000,00;279.868,06;693.965,97; - ; - ; - ;1.300.000,00;315.680,66;4.478.514,69
2013;B1301783300000;Filme Jardim Atlântico;Jura Capela;Ficção;Jura Filmes;PE; -; -;Jura Filmes;3;1.222;5.575,85;Sim; - ; - ;300.000,00; - ; - ; - ; - ; - ; - ; -; -;300.000,00
2013;B1301983400000;Fla x Flu - 40 Minutos antes do Nada;Renato Terra;Documentário;Sentimental Filme;SP;Sentimental Etal;SP;Elo Company;6;2.591;35.003,62;Sim; - ; - ; - ;23.315,00; - ; - ; - ; - ; - ; -; -;23.315,00
2013;B1201696900000;Flores Raras;Bruno Barreto;Ficção;Filmes do Equador;RJ;Globo Filmes/Telecine;RJ/RJ;Imagem;101;275.497;3.402.184,50;Sim; - ; - ;1.614.000,00;2.135.000,00;900.000,00;2.099.999,99; - ; - ; - ;2.500.000,00;381.026,18;9.630.026,17
2013;B1201603300000;Fora do figurino;Paulo Pélico;Documentário;Casa Jabuticaba;SP; -; -;Raiz Distribuidora;5;686;8.476,09;Sim; - ;150.000,00;510.241,00; - ; - ; - ; - ; - ; - ; -; -;660.241,00
2013;B1402090800000;Fragmentos de Paixão;Iara Cardoso;Documentário;Grupo Storm;SP; -; -;Grupo Storm;5;325;3.178,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301755800000;Francisco Brennand;Mariana Brennand Fortes;Documentário;Mariola Filmes;PE; -; -;Videofilmes;13;5.296;53.744,09;Sim; - ;450.000,00; - ;356.000,00; - ; - ; - ; - ; - ; -; -;806.000,00
2013;B1301795000000;Giovanni Improtta;José Wilker;Ficção;Luz Mágica Produções/M I Produções;RJ/RJ;Globo Filmes/Guel Produtora;RJ/RJ;Sony/RioFilme;202;188.436;1.964.092,95;Sim; - ; - ; - ;1.966.063,68; - ;1.500.000,00; - ; - ; - ; -;100.144,24;3.566.207,92
2013;B1301945700000;Habi, A Estrangeira;Maria Florencia Alvarez;Ficção;Videofilmes;RJ; -; -;Videofilmes;7;5.681;73.132,60;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -;172.540,00;172.540,00
2013;B1301904700000;Hijab, Mulheres de Véu;Paulo Halm;Documentário;Canhota Filmes;RJ; -; -;Formosa Filmes;8;769;10.007,06;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201582200000;Hoje;Tata Amaral;Ficção;Tangerina Entretenimento;SP; -; -;H2O Films;12;7.525;88.488,00;Sim; - ; - ; - ;1.400.000,00; - ; - ; - ;208.800,00; - ; -;28.028,50;1.636.828,50
2013;B1201703500000;Jorge Mautner - O Filho do Holocausto;Heitor D'Alincourt/Pedro Bial;Documentário;Bali do Ocidente Produções;RJ;Canal Brasil;RJ;H2O Films;31;9.690;102.831,13;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301731400000;Juan e a bailarina;Raphael Aguinaga;Ficção;Parceria Produções e Projetos;RJ; -; -;Vilacine;9;4.256;50.125,34;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201583500000;Kátia;Karla Holanda;Documentário;Em Foco Multimídia;CE; -; -;Em Foco Multimídia;2;747;6.899,22;Sim; - ; - ; - ;353.071,10; - ; - ; - ; - ; - ; -; -;353.071,10
2013;B1201652800000;Laura;Fellipe Gamarano Barbosa;Documentário;Gamarosa/Vermelho Filmes;RJ/SP;EBC TV Brasil/TV Cultura;DF/SP;Vitrine Filmes;27;990;11.385,02;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201671900000;Lira Paulistana e a Vanguarda Paulista;Riba de Castro;Documentário;Busca Vida Filmes;SP; -; -;Busca Vida Filmes;2;1.577;20.377,44;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1302026800000;Mais uma Canção;Alexandre Derlam/Rene Goya Filho;Documentário;Estação Filmes;RS;AC2 Cultura & Entretenimento;RS;Estação Elétrica Produções;2;183;1.414,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201659100000;Margaret Mee e a flor da lua;Malu de Martino;Documentário;EH! Filmes;RJ; -; -;E.H. Produções;11;4.751;55.147,98;Sim; - ; - ;864.800,00; - ; - ; - ; - ; - ; - ; -; -;864.800,00
2013;B1301835500000;Mataram meu Irmão;Cristiano Burlan;Documentário;Bela Filmes;SP; -; -;Bela Filmes;4;745;5.538,02;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301940000000;Mato sem cachorro;Pedro Amorim;Ficção;Titânio Produções;MG;Telecine/Mixer Films/Mixer Rio;RJ/SP/RJ;Imagem;377;1.134.563;11.586.523,40;Sim; - ; - ;650.000,00;747.000,00;675.232,41;524.999,98; - ; - ; - ;1.500.000,00;524.767,59;4.621.999,98
2013;B0901022000000;Meu amigo Claudia;Dácio Pinheiro;Documentário;Piloto;SP; -; -;Festival Filmes;1;248;3.591,06;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301940300000;Meu Passado me Condena;Júlia Rezende;Ficção;Atitude Produções;RJ;Globo Filmes/Paris Filmes/RioFilme/Júlia Rezende;RJ/SP/RJ/-;Downtown/Paris;421;3.140.771;34.826.391,63;Sim; - ; - ;100.000,00;100.000,00;1.200.000,00;250.000,01; - ; - ; - ; -;346.686,46;1.996.686,47
2013;B1301743100000;Meu pé de laranja-lima;Marcos Bernstein;Ficção;Passaro Films;RJ; -; -;Imovision;101;70.459;670.313,05;Sim; - ; - ;850.000,00;1.259.145,25; - ; - ; - ; - ; - ;800.000,00;504.204,90;3.413.350,15
2013;B1301808100000;Minha mãe é uma peça;André Pellenz;Ficção;Migdal Filmes;RJ;Cenoura Filmes/Telecine;RJ/RJ;Downtown/Paris;407;4.603.022;49.546.348,31;Sim; - ; - ;300.000,00;1.470.000,00; - ; - ; - ; - ; - ;2.500.000,00; -;4.270.000,00
2013;B1301864200000;Minhocas;Arthur Nunes/Paolo Conti;Animação;Animaking;SC;Globo Filmes/Glaz Entretenimento;RJ/RJ;Fox;127;163.029;1.614.912,00;Sim; - ; - ;2.010.521,00;1.950.000,00;1.845.000,00; - ; - ; - ; - ;1.614.768,00; -;7.420.289,00
2013;B1301873000000;Morro dos Prazeres;Maria Augusta Ramos;Documentário;Nofoco Filmes;RJ; -; -;Espaço Filmes;5;2.283;28.026,14;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201672800000;Mulheres africanas - A rede invisível;Carlos Nascimbeni;Documentário;Cinevideo;SP; -; -;Cinevideo Produções;5;521;6.178,50;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201709400000;Mundo invisível;Atom Egoyan/Beto Brant/Gian Vittorio Baldi/Guy Maddin/Jerzy Stuhr/Laís Bodanzky/Leon Cakoff/Manoel de Oliveira/Maria de Medeiros/Renata de Almeida/Theo Angelopoulos/Wim Wenders;Ficção;Instituto Querô/Mostra Filmes;SP/SP;Gullane;SP;Imovision;7;2.602;31.137,24;Sim; - ; - ; - ;500.000,00; - ; - ; - ;211.442,90; - ; -; -;711.442,90
2013;B1101483900000;Na carne e na alma;Alberto Salvá Contel;Ficção;Link Digital;RJ;Raconto Filmes;RJ;Raconto Produções Artísticas;1;207;1.630,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1101491600000;Na quadrada das águas perdidas;Marcos Carvalho/Wagner Miranda;Ficção;Mont Serrat Filmes/Maracatu Nação Matingueiros;PE/PE; -; -;Polifilmes;5;13.993;64.698,13;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201659800000;No lugar errado;Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;Alumbramento/Rodrigo Fischer;CE/DF;Bananeira Filmes;RJ;Vitrine Filmes;4;221;1.867,16;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201677000000;Noites de reis;Vinícius Reis;Ficção;Deserto Filmes;RJ; -; -;E.H. Produções;5;316;3.613,60;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301906100000;Nove crônicas para um coração aos berros;Gustavo Galvão;Ficção;8U Produtora/400 Filmes;SP/DF; -; -;Vitrine Filmes;3;1.611;12.323,13;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1101490600000;O abismo prateado;Karim Aïnouz;Ficção;RT Features;SP; -; -;Vitrine Filmes;14;11.713;121.369,63;Sim; - ; - ; - ; - ; - ; - ; - ;330.000,00; - ; -; -;330.000,00
2013;B1301760600000;O Brasil deu certo. E agora?;Louise Sottomaior;Documentário;Cultura Maior;SP; -; -;Cultura Maior;7;1.676;21.519,41;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201693000000;O Carteiro;Reginaldo Faria;Ficção;Reginaldo Farias Produções/Teleimage/TGD Filmes;RJ/SP/RS; -; -;TGD Filmes;24;4.326;40.853,73;Sim; - ; - ;428.700,00;50.000,00; - ; - ; - ; - ; - ; -;365.189,24;843.889,24
2013;B1301837200000;O Concurso;Pedro Vasconcelos;Ficção;Globo Filmes;RJ;Filmland Internacional/Paris Entretenimento;SP/SP;Downtown/Paris;355;1.320.102;14.125.213,83;Sim; - ; - ;1.050.938,00;250.000,00;1.000.000,00;2.000.000,00; - ; - ; - ; -; -;4.300.938,00
2013;B1201626900000;O dia que durou 21 anos;Camilo Tavares;Documentário;Pequi Filmes;SP; -; -;Pequi Filmes;14;25.085;262.474,40;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301887000000;O Exercício do Caos;Frederico Machado;Ficção;Lume Filmes;MA; -; -;Lume Produções Cinematográficas;9;4.880;37.326,80;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301898100000;O Inventor de Sonhos;Ricardo Nauenberg;Ficção;Indústria Imaginária;RJ; -; -;Europa;34;3.708;41.410,44;Sim; - ; - ;1.680.000,00;16.000,00; - ; - ; - ; - ; - ; -;2.712.738,57;4.408.738,57
2013;B1101445400000;O País do Desejo;Paulo Caldas;Ficção;Bananeira Filmes/Cena Dois Produções;RJ/RJ;99 Produções;PE;Califórnia;9;1.699;18.039,76;Sim; - ; - ;400.000,00;1.100.000,00; - ; - ; - ; - ; - ;500.000,00;451.900,00;2.451.900,00
2013;B1301806500000;O Primeiro Dia de um Ano Qualquer;Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Canal Brasil/Forte Filmes;RJ/RJ;Forte Filmes;3;1.158;14.763,08;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201636000000;O que se move;Caetano Gotardo;Ficção;Dezenove Som e Imagens;SP; -; -;Lume Produções Cinematográficas;8;1.975;22.513,88;Sim; - ; - ;36.700,00; - ; - ; - ; - ; - ; - ; -;1.400.000,00;1.436.700,00
2013;B1301816900000;O Renascimento do Parto - O filme;Eduardo Chauvet;Documentário;Érica de Paula/808 Filmes Fora da Lata; -/DF; -; -;Espaço Filmes;19;30.127;328.817,61;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201698500000;O Som ao Redor;Kleber Mendonça Filho;Ficção;CinemaScópio;PE; -; -;Vitrine Filmes;24;95.776;982.330,07;Sim; - ; - ; - ;300.000,00; - ; - ; - ; - ; - ; -;1.409.978,00;1.709.978,00
2013;B1301930900000;O Tempo e o Vento;Jayme Monjardim;Ficção;Nexus Cinema;SP;Globo Filmes/Infinito Produções;RJ/RJ;Downtown/Paris;217;711.515;7.721.840,78;Sim; - ; - ;200.000,00;2.431.900,00; - ;3.000.000,00; - ; - ; - ;2.250.000,00;610.303,10;8.492.203,10
2013;B1301781700000;Odeio o dia dos namorados;Roberto Santucci;Ficção;Glaz Entretenimento;RJ; -; -;Disney;325;457.523;4.492.895,00;Sim; - ; - ;66.000,00; - ;2.997.781,73; - ; - ; - ; - ; -;180.000,00;3.243.781,73
2013;B1101505000000;Olhe pra mim de novo;Claudia Priscilla/Kiko Goifman;Documentário;Paleo TV;SP; -; -;Paleotv;2;1.431;6.025,70;Sim; - ; - ; - ;394.373,20; - ; - ; - ; - ; - ; -; -;394.373,20
2013;B1301824300000;Paixão e Acaso;Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Canal Brasil/Forte Filmes;RJ/RJ;Forte Filmes;3;844;10.624,73;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301740400000;Paulo Moura - Alma Brasileira;Eduardo Escorel;Documentário;Cinefilmes;RJ; -; -;Espaço Filmes/Videofilmes;12;2.603;31.127,04;Sim; - ; - ; - ;1.000.000,00; - ; - ; - ; - ; - ; -; -;1.000.000,00
2013;B1301772600000;Por que você partiu?;Eric Belhassen;Documentário;Boca a Boca Filmes;SP;Teleimage;SP;Imovision;4;2.887;36.875,48;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301936500000;Por Trás do Véu;Emiliano Ribeiro;Documentário;Ipê Artes;RJ; -; -;Downtown;1;15;232;Sim;230.000,00; - ;875.000,00;64.618,44; - ; - ; - ; - ; - ; -; -;1.169.618,44
2013;B1301803700000;Pra lá do mundo;Roberto Studart;Documentário;Primitivo/Truque;SP/BA; -; -;Pandora Filmes;4;1.827;11.688,05;Sim; - ; - ;300.000,00;355.200,00; - ; - ; - ; - ; - ;163.000,00; -;818.200,00
2013;B1201652700000;Pulmão da Arquibancada;Marcel Costa/Pedro Von Krüger;Documentário;Com Domínio Filmes/Filmes do Bem;RJ/RJ; -; -;ArtHouse;2;150;2.021,42;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301743300000;Qual é o teu Negócio?;Sérgio Gagliardi;Documentário;DGT Filmes;SP; -; -;Brazukah Produções Culturais;2;153;1.300,19;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301916600000;Quase um tango;Sérgio Silva;Ficção;Producers - NGM Produções;RS;Gisele Cardoso Hiltl/Sérgio Silva; -;NGM Produções;ND;ND;ND;Sim; - ; - ;148.000,00;445.000,00; - ; - ; - ; - ; - ; -; -;593.000,00
2013;B1301784200000;Raça;Joel Zito Araújo;Documentário;Casa de Criação Cinema;RJ; -; -;Espaço Filmes;8;2.112;24.601,55;Sim; - ; - ; - ;280.000,00; - ; - ; - ; - ; - ; -; -;280.000,00
2013;B1101519300000;Rânia;Roberta Marques;Ficção;Latitude Sul Filmes;CE; -; -;Tucumán;4;971;9.544,24;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301823200000;Rapsódia Armênia;Cassiana Dher Haroutiounian/Cesar Gananian/Gary Gananian;Documentário;Cassiana Dher Haroutiounian/Cesar Gananian/Gary Gananian;SP/SP/SP; -; -;Cesar Augusto Gananian;1;867;13.260,91;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301925900000;Repare Bem;Maria de Medeiros;Documentário;Instituto Via Br;SP; -; -;Instituto Via BR;5;1.570;18.524,90;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1101493300000;Réquiem para Laura Martin;Luiz Rangel/Paulo Wenceslau Duarte;Ficção;Amazonas Filmes;SP; -; -;FM Produções;2;120;1.276,99;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1101438100000;Reus;Alejandro Pi/Eduardo Piñero/Pablo Fernández;Ficção;Panda Filmes;RS; -; -;Panda Filmes;1;37;374;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -;123.270,00;123.270,00
2013;B1302007900000;Santo Marcos, Goleiro de Placa;Thiago di Fiori;Documentário;Contém Conteúdo;SP; -; -;Maff Representação e Participação;11;2.557;32.997,93;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301963900000;São Silvestre;Lina Chamie;Documentário;Bossa Nova Films;SP;Girafa Filmes;SP;Pandora Filmes;3;1.622;17.973,12;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301898000000;Satyrianas, 78horas em 78 min;Daniel Gaggini/Fausto Noro/Otavio Pacheco;Documentário;Muk Produções/Na Laje Filmes;SP/SP;Teleimage;SP;Vitrine Filmes;1;87;1.116,44;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301917000000;Se puder...dirija!;Paulo Fontenelle;Ficção;Total Entertainment;RJ; -; -;Disney;471;360.808;4.454.754,00;Sim; - ; - ; - ;602.000,00;1.700.000,00; - ; - ;867.093,93; - ; -; -;3.169.093,93
2013;B1201698400000;Segredos da tribo;José Padilha;Documentário;Zazen Produções;RJ; -; -;Zazen;2;775;6.272,00;Sim; - ; - ;50.000,00;200.000,00; - ; - ; - ; - ; - ; -;167.400,00;417.400,00
2013;B1301969600000;Serra Pelada;Heitor Dhalia;Ficção;Casablanca Content/Paranoid Filmes;SP/SP;Globo Filmes;RJ;Warner;332;405.688;4.219.527,00;Sim; - ; - ;255.000,00;2.789.000,00;1.700.000,00; - ; - ; - ; - ; -;225.966,26;4.969.966,26
2013;B1301836900000;Serra pelada – A lenda da montanha de ouro;Victor Lopes;Documentário;TV Zero Produções;RJ;Nova Triniti Comunicação/TV Zero Cinema;RJ/RJ;TV Zero Cinema;3;797;6.332,82;Sim; - ;360.000,00; - ;120.000,00; - ; - ; - ; - ; - ; -;60.000,00;540.000,00
2013;B1301776900000;Simone;Juan Zapata;Ficção;Zapata Filmes;RS; -; -;Tucumán;5;815;5.909,28;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201682600000;Sobral - o Homem que Não tinha Preço;Paula Fiuza;Documentário;Canal Laranja Produções;RJ;Casé Filmes;RJ;Serendip;14;4.550;51.515,22;Sim; - ; - ; - ;582.000,00;115.926,45; - ; - ; - ; - ; -;65.074,10;763.000,55
2013;B1301888400000;Solidões;Oswaldo Montenegro;Ficção;Oswaldo Montenegro Produções Artísticas;RJ;Canal Brasil;RJ;Oswaldo Montenegro Produções Artísticas;6;1.971;29.109,04;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301773400000;Somos tão jovens;Antonio Carlos da Fontoura;Ficção;Canto Claro Produções Artísticas;RJ; -; -;Imagem/Fox;565;1.715.763;18.253.649,24;Sim; - ; - ;1.846.500,00;1.837.000,00;1.625.039,95; - ; - ; - ; - ;690.794,00; -;5.999.333,95
2013;B1301808000000;Sorria, Você esta na Barra;Izabel Jaguaribe;Documentário;Tambellini Filmes;RJ;Jaguar Produções Artísticas;RJ;Videofilmes;2;62;798,11;Sim; - ; - ;353.142,00; - ; - ; - ; - ; - ; - ; -;20.000,00;373.142,00
2013;B1101521000000;Super Nada;Rubens Rewald;Ficção;Confeitaria de Cinema;SP; -; -;Lume Produções Cinematográficas;7;2.842;29.434,12;Sim; - ; - ; - ;300.000,00; - ; - ; - ; - ; - ; -;200.335,00;500.335,00
2013;B1201639800000;Tabu;Miguel Gomes;Ficção;Gullane;SP; -; -;Espaço Filmes;3;22.745;246.246,07;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -;124.027,50;124.027,50
2013;B1301712200000;Tainá - A Origem;Rosane Svartman;Ficção;Sincrocine;RJ;Estudios Quanta;SP;Downtown/Sony/RioFilme;195;353.690;3.099.476,47;Sim; - ;80.000,00;3.000.000,00;1.570.000,00;417.137,63; - ; - ; - ; - ;900.000,00;712.219,19;6.679.356,82
2013;B1301947600000;Tatuagem;Hilton Lacerda;Ficção;Rec Produtores Associados;PE; -; -;Imovision;22;46.618;448.762,43;Sim; - ; - ; - ;1.200.000,00; - ; - ; - ; - ; - ;748.000,00; -;1.948.000,00
2013;B1301981200000;Tokiori - Dobras do Tempo;Paulo Pastorelo;Documentário;Primo Filmes;SP;Paulo Pastorelo; -;Lume Produções Cinematográficas;2;540;5.263,18;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1101372000000;Trampolim do Forte;João Rodrigo Mattos;Ficção;DocDoma Filmes;BA; -; -;Pipa Produções;5;2.616;21.156,80;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1201580500000;Uma história de amor e fúria;Luiz Bolognesi;Animação;Buriti Filmes;SP;Gullane/Lightstar Studios;SP/SP;Europa;65;30.456;296.444,48;Sim; - ; - ;575.000,00;1.080.467,44; - ; - ; - ;350.000,00; - ;1.288.500,00;2.170.029,68;5.463.997,12
2013;B1301733000000;Vai que dá certo;Maurício Farias;Ficção;Fraiha Produções;RJ; -; -;Imagem;469;2.729.340;28.990.665,92;Sim; - ; - ;380.000,00; - ; - ;150.000,00; - ; - ; - ;700.000,00;396.460,45;1.626.460,45
2013;B1301979600000;Vazio Coração;Alberto Araújo;Ficção;Kanal Cine e Vídeo;GO;Teleimage/Moviecenter;SP/SP;Califórnia;28;2.479;27.563,59;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2013;B1301769500000;Vendo ou alugo;Betse de Paula;Ficção;Aurora Cinematográfica;RJ;Atitude Produções/Globo Filmes;RJ/RJ;Europa/RioFilme;179;152.303;1.648.359,87;Sim; - ; - ;1.350.000,00;600.000,00;595.872,44; - ; - ; - ; - ;500.000,00; -;3.045.872,44
2013;B1201667800000;Xico stockinger;Frederico Mendina;Documentário;Pironauta;RS; -; -;Lança Filmes;2;356;2.479,33;Sim; - ; - ; - ;391.686,90; - ; - ; - ; - ; - ; -; -;391.686,90
2014;B1402089200000;12 de Junho de 1993 - O Dia da Paixão Palmeirense;Jaime Queiroz/Mauro Betting;Documentário;Canal Azul;SP;ESPN Brasil;SP;Elo Company;8;1.236;17.102,01;Sim; - ; - ; - ;500.000,00; - ;230.839,81; - ; - ; - ; -; -;730.839,81
2014;B1402098200000;A Balada do Provisório;Felipe David Rodrigues;Ficção;Maria Gorda Filmes;RJ;Canal Brasil;RJ;Maria Gorda Filmes;1;20;150;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2014;B1301869200000;A Casa Elétrica;Gustavo Fogaça Guffo;Ficção;Panda Filmes;RS; -; -;Panda Filmes;2;351;2.752,35;Sim; - ; - ;125.000,00;162.980,00; - ; - ; - ; - ; - ; -;597.417,50;885.397,50
2014;B1302020900000;A Farra do Circo;Pedro Bronz/Roberto Berliner;Documentário;Nego Produção de Filmes/TV Zero Cinema;SP/RJ;Canal Brasil;RJ;ArtHouse;6;942;14.199,54;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2014;B1402149200000;A Grande Vitória;Stefano Capuzzi Lapietra;Ficção;Alfa Filmes & Produções;SP; -; -;Downtown/Paris;90;26.550;310.608,29;Sim; - ; - ; - ;188.990,00; - ; - ; - ; - ; - ; -; -;188.990,00
2014;B1402217800000;A História do Homem Henry Sobel;André Bushatsky;Documentário;Twins;SP; -; -;Espaço Filmes;10;1.390;17.411,55;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2014;B1402723400000;A Noite da Virada;Fábio Mendonça;Ficção;O2 Filmes;SP;Globo Filmes/Maiomidia Comunicação/Telecine/O2 Filmes;RJ/RJ/RJ/SP;Downtown/Paris;297;348.293;4.148.146,83;Sim; - ; - ;382.800,00;468.250,00; - ;400.000,00; - ; - ; - ;2.000.000,00;2.035.000,00;5.286.050,00
2014;B1301910400000;A Oeste do Fim do Mundo;Paulo Nascimento;Ficção;Accorde Filmes;RS;Panda Filmes;RS;Espaço Filmes;16;4.780;58.339,37;Sim; - ; - ;250.000,00;370.000,00; - ; - ; - ; - ; - ; -; -;620.000,00
2014;B1402070900000;A Onda da Vida – Uma História de Amor & Surf;José Augusto Muleta;Ficção;Idéias Ideais/José Augusto Muleta;RJ/-; -; -;Ideias Ideais/Nossa Distribuidora;16;4.849;59.878,11;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2014;B1302034700000;A Pelada;Damien Chemin;Ficção;W.G. Produções;SE; -; -;Downtown/Paris;4;7.517;76.281,27;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2014;B1301902100000;A Primeira Missa ou Tristes Tropeços, Enganos e Urucum;Ana Carolina;Ficção;Crystal Cinematográfica;RJ; -; -;Pandora Filmes;4;767;6.889,91;Sim; - ; - ;900.000,00;1.000.000,00; - ; - ; - ; - ; - ;500.000,00;500.000,00;2.900.000,00
2014;B1402145600000;À Queima Roupa;Theresa Jessouroun;Documentário;Urca Filmes;RJ;Kinofilmes;RJ;Downtown;3;1.372;17.486,66;Sim; - ; - ; - ;160.308,35; - ; - ; - ; - ; - ;623.000,00;623.000,00;1.406.308,35
2014;B1402081900000;Alemão;José Eduardo Belmonte;Ficção;Camisa Treze Cultural;SP; -; -;Downtown/Paris;368;955.841;11.339.991,54;Sim; - ; - ; - ;400.000,00; - ; - ; - ; - ; - ; -; -;400.000,00
2014;B1301944100000;Alguém Qualquer;Tristan Aronovich;Ficção;La Film - Latin American Film Institute;SP; -; -;Panda Filmes;1;568;7.833,79;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
